period,year,taxa,place,station,fail,succ,lat,mic
7,2017,P. nathusii,SEI3,Seili,604,0,60.23959333,1
7,2017,P. nathusii,TVA2,Tvarminne,612,0,59.84394167,1
7,2017,P. nathusii,TVA3,Tvarminne,139,0,59.84394167,1
7,2018,E. nilssonii,HUS1,Huso,285,316,60.27874333,2
7,2018,E. nilssonii,HUS3,Huso,333,268,60.27874333,2
7,2018,E. nilssonii,HYY2,Hyytiala,374,194,61.84478167,2
7,2018,E. nilssonii,HYY3,Hyytiala,417,151,61.84478167,2
7,2018,E. nilssonii,KON1,Konnevesi,251,299,62.61605,2
7,2018,E. nilssonii,KON2,Konnevesi,396,154,62.61605,2
7,2018,E. nilssonii,LAM1,Lammi,470,114,61.05408333,2
7,2018,E. nilssonii,LAM2,Lammi,501,83,61.05408333,2
7,2018,E. nilssonii,OUL1,Oulanka,431,0,66.37026833,2
7,2018,E. nilssonii,OUL2,Oulanka,427,4,66.37026833,2
7,2018,E. nilssonii,OYO1,Oulu,330,150,65.05938167,2
7,2018,E. nilssonii,OYO3,Oulu,448,32,65.05938167,2
7,2018,E. nilssonii,SEI2,Seili,586,17,60.23959333,2
7,2018,E. nilssonii,TVA2,Tvarminne,607,4,59.84394167,1
7,2018,E. nilssonii,TVA3,Tvarminne,266,32,59.84394167,1
7,2018,Myotis sp.,HUS1,Huso,511,90,60.27874333,2
7,2018,Myotis sp.,HUS3,Huso,465,136,60.27874333,2
7,2018,Myotis sp.,HYY2,Hyytiala,342,226,61.84478167,2
7,2018,Myotis sp.,HYY3,Hyytiala,406,162,61.84478167,2
7,2018,Myotis sp.,KON1,Konnevesi,246,304,62.61605,2
7,2018,Myotis sp.,KON2,Konnevesi,332,218,62.61605,2
7,2018,Myotis sp.,LAM1,Lammi,268,316,61.05408333,2
7,2018,Myotis sp.,LAM2,Lammi,384,200,61.05408333,2
7,2018,Myotis sp.,OUL1,Oulanka,431,0,66.37026833,2
7,2018,Myotis sp.,OUL2,Oulanka,430,1,66.37026833,2
7,2018,Myotis sp.,OYO1,Oulu,480,0,65.05938167,2
7,2018,Myotis sp.,OYO3,Oulu,479,1,65.05938167,2
7,2018,Myotis sp.,SEI2,Seili,202,401,60.23959333,2
7,2018,Myotis sp.,TVA2,Tvarminne,435,176,59.84394167,1
7,2018,Myotis sp.,TVA3,Tvarminne,140,158,59.84394167,1
7,2018,P. nathusii,HUS1,Huso,476,125,60.27874333,2
7,2018,P. nathusii,HUS3,Huso,520,81,60.27874333,2
7,2018,P. nathusii,HYY2,Hyytiala,568,0,61.84478167,2
7,2018,P. nathusii,HYY3,Hyytiala,568,0,61.84478167,2
7,2018,P. nathusii,KON1,Konnevesi,549,1,62.61605,2
7,2018,P. nathusii,KON2,Konnevesi,550,0,62.61605,2
7,2018,P. nathusii,LAM1,Lammi,584,0,61.05408333,2
7,2018,P. nathusii,LAM2,Lammi,584,0,61.05408333,2
7,2018,P. nathusii,OUL1,Oulanka,431,0,66.37026833,2
7,2018,P. nathusii,OUL2,Oulanka,431,0,66.37026833,2
7,2018,P. nathusii,OYO1,Oulu,480,0,65.05938167,2
7,2018,P. nathusii,OYO3,Oulu,480,0,65.05938167,2
7,2018,P. nathusii,SEI2,Seili,603,0,60.23959333,2
7,2018,P. nathusii,TVA2,Tvarminne,611,0,59.84394167,1
7,2018,P. nathusii,TVA3,Tvarminne,295,3,59.84394167,1
7,2019,E. nilssonii,HUS1,Huso,174,426,60.27874333,2
7,2019,E. nilssonii,HYY2,Hyytiala,387,180,61.84478167,2
7,2019,E. nilssonii,HYY3,Hyytiala,365,202,61.84478167,2
7,2019,E. nilssonii,KON1,Konnevesi,340,206,62.61605,2
7,2019,E. nilssonii,KON2,Konnevesi,238,308,62.61605,2
7,2019,E. nilssonii,LAM1,Lammi,461,123,61.05408333,2
7,2019,E. nilssonii,LAM2,Lammi,517,67,61.05408333,2
7,2019,E. nilssonii,OUL1,Oulanka,420,9,66.37026833,2
7,2019,E. nilssonii,OUL2,Oulanka,420,9,66.37026833,2
7,2019,E. nilssonii,OYO1,Oulu,216,262,65.05938167,2
7,2019,E. nilssonii,OYO3,Oulu,401,77,65.05938167,2
7,2019,E. nilssonii,SEI2,Seili,500,7,60.23959333,2
7,2019,E. nilssonii,SEI3,Seili,243,356,60.23959333,2
7,2019,E. nilssonii,TVA2,Tvarminne,313,45,59.84394167,1
7,2019,E. nilssonii,TVA3,Tvarminne,509,99,59.84394167,1
7,2019,Myotis sp.,HUS1,Huso,497,103,60.27874333,2
7,2019,Myotis sp.,HYY2,Hyytiala,301,266,61.84478167,2
7,2019,Myotis sp.,HYY3,Hyytiala,342,225,61.84478167,2
7,2019,Myotis sp.,KON1,Konnevesi,315,231,62.61605,2
7,2019,Myotis sp.,KON2,Konnevesi,259,287,62.61605,2
7,2019,Myotis sp.,LAM1,Lammi,355,229,61.05408333,2
7,2019,Myotis sp.,LAM2,Lammi,468,116,61.05408333,2
7,2019,Myotis sp.,OUL1,Oulanka,428,1,66.37026833,2
7,2019,Myotis sp.,OUL2,Oulanka,403,26,66.37026833,2
7,2019,Myotis sp.,OYO1,Oulu,478,0,65.05938167,2
7,2019,Myotis sp.,OYO3,Oulu,478,0,65.05938167,2
7,2019,Myotis sp.,SEI2,Seili,202,305,60.23959333,2
7,2019,Myotis sp.,SEI3,Seili,399,200,60.23959333,2
7,2019,Myotis sp.,TVA2,Tvarminne,150,208,59.84394167,1
7,2019,Myotis sp.,TVA3,Tvarminne,219,389,59.84394167,1
7,2019,P. nathusii,HUS1,Huso,358,242,60.27874333,2
7,2019,P. nathusii,HYY2,Hyytiala,567,0,61.84478167,2
7,2019,P. nathusii,HYY3,Hyytiala,567,0,61.84478167,2
7,2019,P. nathusii,KON1,Konnevesi,546,0,62.61605,2
7,2019,P. nathusii,KON2,Konnevesi,546,0,62.61605,2
7,2019,P. nathusii,LAM1,Lammi,584,0,61.05408333,2
7,2019,P. nathusii,LAM2,Lammi,584,0,61.05408333,2
7,2019,P. nathusii,OUL1,Oulanka,429,0,66.37026833,2
7,2019,P. nathusii,OUL2,Oulanka,429,0,66.37026833,2
7,2019,P. nathusii,OYO1,Oulu,478,0,65.05938167,2
7,2019,P. nathusii,OYO3,Oulu,478,0,65.05938167,2
7,2019,P. nathusii,SEI2,Seili,507,0,60.23959333,2
7,2019,P. nathusii,SEI3,Seili,550,49,60.23959333,2
7,2019,P. nathusii,TVA2,Tvarminne,356,2,59.84394167,1
7,2019,P. nathusii,TVA3,Tvarminne,607,1,59.84394167,1
7,2020,E. nilssonii,HYY2,Hyytiala,369,203,61.84478167,2
7,2020,E. nilssonii,HYY3,Hyytiala,341,231,61.84478167,2
7,2020,E. nilssonii,KON1,Konnevesi,292,262,62.61605,2
7,2020,E. nilssonii,KON2,Konnevesi,206,348,62.61605,2
7,2020,E. nilssonii,LAM1,Lammi,453,139,61.05408333,2
7,2020,E. nilssonii,LAM2,Lammi,490,102,61.05408333,2
7,2020,E. nilssonii,OUL1,Oulanka,407,31,66.37026833,2
7,2020,E. nilssonii,OUL2,Oulanka,396,42,66.37026833,2
7,2020,E. nilssonii,OYO3,Oulu,390,95,65.05938167,2
7,2020,E. nilssonii,SEI2,Seili,599,6,60.23959333,2
7,2020,E. nilssonii,SEI3,Seili,273,332,60.23959333,2
7,2020,E. nilssonii,TVA2,Tvarminne,511,102,59.84394167,1
7,2020,E. nilssonii,TVA3,Tvarminne,117,48,59.84394167,1
7,2020,Myotis sp.,HYY2,Hyytiala,411,161,61.84478167,2
7,2020,Myotis sp.,HYY3,Hyytiala,320,252,61.84478167,2
7,2020,Myotis sp.,KON1,Konnevesi,239,315,62.61605,2
7,2020,Myotis sp.,KON2,Konnevesi,179,375,62.61605,2
7,2020,Myotis sp.,LAM1,Lammi,316,276,61.05408333,2
7,2020,Myotis sp.,LAM2,Lammi,502,90,61.05408333,2
7,2020,Myotis sp.,OUL1,Oulanka,437,1,66.37026833,2
7,2020,Myotis sp.,OUL2,Oulanka,423,15,66.37026833,2
7,2020,Myotis sp.,OYO3,Oulu,485,0,65.05938167,2
7,2020,Myotis sp.,SEI2,Seili,189,416,60.23959333,2
7,2020,Myotis sp.,SEI3,Seili,408,197,60.23959333,2
7,2020,Myotis sp.,TVA2,Tvarminne,316,297,59.84394167,1
7,2020,Myotis sp.,TVA3,Tvarminne,64,101,59.84394167,1
7,2020,P. nathusii,HYY2,Hyytiala,572,0,61.84478167,2
7,2020,P. nathusii,HYY3,Hyytiala,572,0,61.84478167,2
7,2020,P. nathusii,KON1,Konnevesi,554,0,62.61605,2
7,2020,P. nathusii,KON2,Konnevesi,554,0,62.61605,2
7,2020,P. nathusii,LAM1,Lammi,592,0,61.05408333,2
7,2020,P. nathusii,LAM2,Lammi,592,0,61.05408333,2
7,2020,P. nathusii,OUL1,Oulanka,438,0,66.37026833,2
7,2020,P. nathusii,OUL2,Oulanka,438,0,66.37026833,2
7,2020,P. nathusii,OYO3,Oulu,485,0,65.05938167,2
7,2020,P. nathusii,SEI2,Seili,605,0,60.23959333,2
7,2020,P. nathusii,SEI3,Seili,544,61,60.23959333,2
7,2020,P. nathusii,TVA2,Tvarminne,610,3,59.84394167,1
7,2020,P. nathusii,TVA3,Tvarminne,163,2,59.84394167,1
7,2021,E. nilssonii,HUS1,Huso,589,13,60.27874333,2
7,2021,E. nilssonii,HUS2,Huso,304,298,60.27874333,2
7,2021,E. nilssonii,HYY2,Hyytiala,358,211,61.84478167,2
7,2021,E. nilssonii,HYY3,Hyytiala,412,157,61.84478167,2
7,2021,E. nilssonii,KON1,Konnevesi,308,244,62.61605,2
7,2021,E. nilssonii,KON2,Konnevesi,216,336,62.61605,2
7,2021,E. nilssonii,LAM1,Lammi,431,154,61.05408333,2
7,2021,E. nilssonii,LAM2,Lammi,478,107,61.05408333,2
7,2021,E. nilssonii,OUL1,Oulanka,282,17,66.37026833,2
7,2021,E. nilssonii,OUL2,Oulanka,381,55,66.37026833,2
7,2021,E. nilssonii,SEI2,Seili,344,260,60.23959333,2
7,2021,E. nilssonii,SEI3,Seili,594,10,60.23959333,2
7,2021,E. nilssonii,TVA2,Tvarminne,547,65,59.84394167,1
7,2021,E. nilssonii,TVA3,Tvarminne,313,70,59.84394167,1
7,2021,Myotis sp.,HUS1,Huso,602,0,60.27874333,2
7,2021,Myotis sp.,HUS2,Huso,339,263,60.27874333,2
7,2021,Myotis sp.,HYY2,Hyytiala,337,232,61.84478167,2
7,2021,Myotis sp.,HYY3,Hyytiala,381,188,61.84478167,2
7,2021,Myotis sp.,KON1,Konnevesi,238,314,62.61605,2
7,2021,Myotis sp.,KON2,Konnevesi,218,334,62.61605,2
7,2021,Myotis sp.,LAM1,Lammi,298,287,61.05408333,2
7,2021,Myotis sp.,LAM2,Lammi,452,133,61.05408333,2
7,2021,Myotis sp.,OUL1,Oulanka,298,1,66.37026833,2
7,2021,Myotis sp.,OUL2,Oulanka,436,0,66.37026833,2
7,2021,Myotis sp.,SEI2,Seili,430,174,60.23959333,2
7,2021,Myotis sp.,SEI3,Seili,153,451,60.23959333,2
7,2021,Myotis sp.,TVA2,Tvarminne,325,287,59.84394167,1
7,2021,Myotis sp.,TVA3,Tvarminne,124,259,59.84394167,1
7,2021,P. nathusii,HUS1,Huso,601,1,60.27874333,2
7,2021,P. nathusii,HUS2,Huso,461,141,60.27874333,2
7,2021,P. nathusii,HYY2,Hyytiala,569,0,61.84478167,2
7,2021,P. nathusii,HYY3,Hyytiala,569,0,61.84478167,2
7,2021,P. nathusii,KON1,Konnevesi,552,0,62.61605,2
7,2021,P. nathusii,KON2,Konnevesi,551,1,62.61605,2
7,2021,P. nathusii,LAM1,Lammi,585,0,61.05408333,2
7,2021,P. nathusii,LAM2,Lammi,585,0,61.05408333,2
7,2021,P. nathusii,OUL1,Oulanka,299,0,66.37026833,2
7,2021,P. nathusii,OUL2,Oulanka,436,0,66.37026833,2
7,2021,P. nathusii,SEI2,Seili,593,11,60.23959333,2
7,2021,P. nathusii,SEI3,Seili,604,0,60.23959333,2
7,2021,P. nathusii,TVA2,Tvarminne,612,0,59.84394167,1
7,2021,P. nathusii,TVA3,Tvarminne,379,4,59.84394167,1
8,2015,E. nilssonii,HUS1,Huso,559,139,60.27874333,1
8,2015,E. nilssonii,HUS2,Huso,578,120,60.27874333,1
8,2015,E. nilssonii,HUS3,Huso,356,342,60.27874333,1
8,2015,E. nilssonii,HYY1,Hyytiala,389,286,61.84478167,1
8,2015,E. nilssonii,HYY2,Hyytiala,675,0,61.84478167,1
8,2015,E. nilssonii,HYY3,Hyytiala,608,67,61.84478167,1
8,2015,E. nilssonii,KON2,Konnevesi,401,262,62.61605,1
8,2015,E. nilssonii,KON3,Konnevesi,261,402,62.61605,1
8,2015,E. nilssonii,LAM1,Lammi,540,2,61.05408333,1
8,2015,E. nilssonii,LAM2,Lammi,597,91,61.05408333,1
8,2015,E. nilssonii,LAM3,Lammi,674,14,61.05408333,1
8,2015,E. nilssonii,OUL1,Oulanka,535,50,66.37026833,1
8,2015,E. nilssonii,OUL2,Oulanka,580,5,66.37026833,1
8,2015,E. nilssonii,OUL3,Oulanka,446,139,66.37026833,1
8,2015,E. nilssonii,OYO1,Oulu,300,111,65.05938167,1
8,2015,E. nilssonii,OYO3,Oulu,602,12,65.05938167,1
8,2015,E. nilssonii,SEI1,Seili,461,50,60.23959333,1
8,2015,E. nilssonii,SEI2,Seili,401,2,60.23959333,1
8,2015,E. nilssonii,SEI3,Seili,289,270,60.23959333,1
8,2015,E. nilssonii,TVA1,Tvarminne,600,105,59.84394167,1
8,2015,E. nilssonii,TVA2,Tvarminne,645,60,59.84394167,1
8,2015,E. nilssonii,TVA3,Tvarminne,626,79,59.84394167,1
8,2015,Myotis sp.,HUS1,Huso,554,144,60.27874333,1
8,2015,Myotis sp.,HUS2,Huso,449,249,60.27874333,1
8,2015,Myotis sp.,HUS3,Huso,446,252,60.27874333,1
8,2015,Myotis sp.,HYY1,Hyytiala,565,110,61.84478167,1
8,2015,Myotis sp.,HYY2,Hyytiala,551,124,61.84478167,1
8,2015,Myotis sp.,HYY3,Hyytiala,481,194,61.84478167,1
8,2015,Myotis sp.,KON2,Konnevesi,257,406,62.61605,1
8,2015,Myotis sp.,KON3,Konnevesi,226,437,62.61605,1
8,2015,Myotis sp.,LAM1,Lammi,337,205,61.05408333,1
8,2015,Myotis sp.,LAM2,Lammi,554,134,61.05408333,1
8,2015,Myotis sp.,LAM3,Lammi,447,241,61.05408333,1
8,2015,Myotis sp.,OUL1,Oulanka,584,1,66.37026833,1
8,2015,Myotis sp.,OUL2,Oulanka,581,4,66.37026833,1
8,2015,Myotis sp.,OUL3,Oulanka,563,22,66.37026833,1
8,2015,Myotis sp.,OYO1,Oulu,411,0,65.05938167,1
8,2015,Myotis sp.,OYO3,Oulu,614,0,65.05938167,1
8,2015,Myotis sp.,SEI1,Seili,375,136,60.23959333,1
8,2015,Myotis sp.,SEI2,Seili,266,137,60.23959333,1
8,2015,Myotis sp.,SEI3,Seili,455,104,60.23959333,1
8,2015,Myotis sp.,TVA1,Tvarminne,332,373,59.84394167,1
8,2015,Myotis sp.,TVA2,Tvarminne,246,459,59.84394167,1
8,2015,Myotis sp.,TVA3,Tvarminne,356,349,59.84394167,1
8,2015,P. nathusii,HUS1,Huso,655,43,60.27874333,1
8,2015,P. nathusii,HUS2,Huso,667,31,60.27874333,1
8,2015,P. nathusii,HUS3,Huso,586,112,60.27874333,1
8,2015,P. nathusii,HYY1,Hyytiala,675,0,61.84478167,1
8,2015,P. nathusii,HYY2,Hyytiala,675,0,61.84478167,1
8,2015,P. nathusii,HYY3,Hyytiala,675,0,61.84478167,1
8,2015,P. nathusii,KON2,Konnevesi,663,0,62.61605,1
8,2015,P. nathusii,KON3,Konnevesi,663,0,62.61605,1
8,2015,P. nathusii,LAM1,Lammi,542,0,61.05408333,1
8,2015,P. nathusii,LAM2,Lammi,688,0,61.05408333,1
8,2015,P. nathusii,LAM3,Lammi,688,0,61.05408333,1
8,2015,P. nathusii,OUL1,Oulanka,585,0,66.37026833,1
8,2015,P. nathusii,OUL2,Oulanka,585,0,66.37026833,1
8,2015,P. nathusii,OUL3,Oulanka,585,0,66.37026833,1
8,2015,P. nathusii,OYO1,Oulu,411,0,65.05938167,1
8,2015,P. nathusii,OYO3,Oulu,614,0,65.05938167,1
8,2015,P. nathusii,SEI1,Seili,510,1,60.23959333,1
8,2015,P. nathusii,SEI2,Seili,403,0,60.23959333,1
8,2015,P. nathusii,SEI3,Seili,557,2,60.23959333,1
8,2015,P. nathusii,TVA1,Tvarminne,679,26,59.84394167,1
8,2015,P. nathusii,TVA2,Tvarminne,691,14,59.84394167,1
8,2015,P. nathusii,TVA3,Tvarminne,701,4,59.84394167,1
8,2016,E. nilssonii,HUS1,Huso,523,182,60.27874333,1
8,2016,E. nilssonii,HUS2,Huso,586,119,60.27874333,1
8,2016,E. nilssonii,HUS3,Huso,440,265,60.27874333,1
8,2016,E. nilssonii,HYY1,Hyytiala,555,126,61.84478167,1
8,2016,E. nilssonii,HYY2,Hyytiala,678,3,61.84478167,1
8,2016,E. nilssonii,HYY3,Hyytiala,596,85,61.84478167,1
8,2016,E. nilssonii,KON2,Konnevesi,484,186,62.61605,1
8,2016,E. nilssonii,LAM1,Lammi,690,3,61.05408333,1
8,2016,E. nilssonii,LAM2,Lammi,635,58,61.05408333,1
8,2016,E. nilssonii,LAM3,Lammi,673,20,61.05408333,1
8,2016,E. nilssonii,OUL1,Oulanka,518,77,66.37026833,1
8,2016,E. nilssonii,OUL2,Oulanka,452,143,66.37026833,1
8,2016,E. nilssonii,OUL3,Oulanka,528,67,66.37026833,1
8,2016,E. nilssonii,OYO1,Oulu,200,39,65.05938167,1
8,2016,E. nilssonii,SEI1,Seili,621,84,60.23959333,1
8,2016,E. nilssonii,SEI2,Seili,648,3,60.23959333,1
8,2016,E. nilssonii,SEI3,Seili,530,175,60.23959333,1
8,2016,E. nilssonii,TVA1,Tvarminne,681,28,59.84394167,1
8,2016,E. nilssonii,TVA2,Tvarminne,696,13,59.84394167,1
8,2016,E. nilssonii,TVA3,Tvarminne,701,8,59.84394167,1
8,2016,Myotis sp.,HUS1,Huso,549,156,60.27874333,1
8,2016,Myotis sp.,HUS2,Huso,416,289,60.27874333,1
8,2016,Myotis sp.,HUS3,Huso,459,246,60.27874333,1
8,2016,Myotis sp.,HYY1,Hyytiala,564,117,61.84478167,1
8,2016,Myotis sp.,HYY2,Hyytiala,585,96,61.84478167,1
8,2016,Myotis sp.,HYY3,Hyytiala,508,173,61.84478167,1
8,2016,Myotis sp.,KON2,Konnevesi,464,206,62.61605,1
8,2016,Myotis sp.,LAM1,Lammi,394,299,61.05408333,1
8,2016,Myotis sp.,LAM2,Lammi,493,200,61.05408333,1
8,2016,Myotis sp.,LAM3,Lammi,282,411,61.05408333,1
8,2016,Myotis sp.,OUL1,Oulanka,586,9,66.37026833,1
8,2016,Myotis sp.,OUL2,Oulanka,585,10,66.37026833,1
8,2016,Myotis sp.,OUL3,Oulanka,594,1,66.37026833,1
8,2016,Myotis sp.,OYO1,Oulu,239,0,65.05938167,1
8,2016,Myotis sp.,SEI1,Seili,359,346,60.23959333,1
8,2016,Myotis sp.,SEI2,Seili,522,129,60.23959333,1
8,2016,Myotis sp.,SEI3,Seili,580,125,60.23959333,1
8,2016,Myotis sp.,TVA1,Tvarminne,600,109,59.84394167,1
8,2016,Myotis sp.,TVA2,Tvarminne,472,237,59.84394167,1
8,2016,Myotis sp.,TVA3,Tvarminne,655,54,59.84394167,1
8,2016,P. nathusii,HUS1,Huso,695,10,60.27874333,1
8,2016,P. nathusii,HUS2,Huso,694,11,60.27874333,1
8,2016,P. nathusii,HUS3,Huso,652,53,60.27874333,1
8,2016,P. nathusii,HYY1,Hyytiala,681,0,61.84478167,1
8,2016,P. nathusii,HYY2,Hyytiala,681,0,61.84478167,1
8,2016,P. nathusii,HYY3,Hyytiala,681,0,61.84478167,1
8,2016,P. nathusii,KON2,Konnevesi,670,0,62.61605,1
8,2016,P. nathusii,LAM1,Lammi,693,0,61.05408333,1
8,2016,P. nathusii,LAM2,Lammi,693,0,61.05408333,1
8,2016,P. nathusii,LAM3,Lammi,692,1,61.05408333,1
8,2016,P. nathusii,OUL1,Oulanka,595,0,66.37026833,1
8,2016,P. nathusii,OUL2,Oulanka,595,0,66.37026833,1
8,2016,P. nathusii,OUL3,Oulanka,595,0,66.37026833,1
8,2016,P. nathusii,OYO1,Oulu,239,0,65.05938167,1
8,2016,P. nathusii,SEI1,Seili,704,1,60.23959333,1
8,2016,P. nathusii,SEI2,Seili,651,0,60.23959333,1
8,2016,P. nathusii,SEI3,Seili,705,0,60.23959333,1
8,2016,P. nathusii,TVA1,Tvarminne,708,1,59.84394167,1
8,2016,P. nathusii,TVA2,Tvarminne,707,2,59.84394167,1
8,2016,P. nathusii,TVA3,Tvarminne,709,0,59.84394167,1
8,2017,E. nilssonii,HUS1,Huso,383,320,60.27874333,1
8,2017,E. nilssonii,HUS3,Huso,529,174,60.27874333,1
8,2017,E. nilssonii,HYY2,Hyytiala,526,153,61.84478167,1
8,2017,E. nilssonii,HYY3,Hyytiala,664,15,61.84478167,1
8,2017,E. nilssonii,KON1,Konnevesi,215,363,62.61605,1
8,2017,E. nilssonii,KON2,Konnevesi,204,374,62.61605,1
8,2017,E. nilssonii,LAM1,Lammi,661,32,61.05408333,1
8,2017,E. nilssonii,LAM2,Lammi,603,90,61.05408333,1
8,2017,E. nilssonii,OUL1,Oulanka,512,79,66.37026833,1
8,2017,E. nilssonii,OUL2,Oulanka,585,6,66.37026833,1
8,2017,E. nilssonii,SEI3,Seili,455,247,60.23959333,1
8,2017,E. nilssonii,TVA2,Tvarminne,42,5,59.84394167,1
8,2017,E. nilssonii,TVA3,Tvarminne,627,81,59.84394167,1
8,2017,Myotis sp.,HUS1,Huso,521,182,60.27874333,1
8,2017,Myotis sp.,HUS3,Huso,449,254,60.27874333,1
8,2017,Myotis sp.,HYY2,Hyytiala,378,301,61.84478167,1
8,2017,Myotis sp.,HYY3,Hyytiala,561,118,61.84478167,1
8,2017,Myotis sp.,KON1,Konnevesi,193,385,62.61605,1
8,2017,Myotis sp.,KON2,Konnevesi,183,395,62.61605,1
8,2017,Myotis sp.,LAM1,Lammi,433,260,61.05408333,1
8,2017,Myotis sp.,LAM2,Lammi,529,164,61.05408333,1
8,2017,Myotis sp.,OUL1,Oulanka,572,19,66.37026833,1
8,2017,Myotis sp.,OUL2,Oulanka,586,5,66.37026833,1
8,2017,Myotis sp.,SEI3,Seili,539,163,60.23959333,1
8,2017,Myotis sp.,TVA2,Tvarminne,11,36,59.84394167,1
8,2017,Myotis sp.,TVA3,Tvarminne,280,428,59.84394167,1
8,2017,P. nathusii,HUS1,Huso,623,80,60.27874333,1
8,2017,P. nathusii,HUS3,Huso,698,5,60.27874333,1
8,2017,P. nathusii,HYY2,Hyytiala,679,0,61.84478167,1
8,2017,P. nathusii,HYY3,Hyytiala,679,0,61.84478167,1
8,2017,P. nathusii,KON1,Konnevesi,578,0,62.61605,1
8,2017,P. nathusii,KON2,Konnevesi,578,0,62.61605,1
8,2017,P. nathusii,LAM1,Lammi,693,0,61.05408333,1
8,2017,P. nathusii,LAM2,Lammi,693,0,61.05408333,1
8,2017,P. nathusii,OUL1,Oulanka,591,0,66.37026833,1
8,2017,P. nathusii,OUL2,Oulanka,591,0,66.37026833,1
8,2017,P. nathusii,SEI3,Seili,700,2,60.23959333,1
8,2017,P. nathusii,TVA2,Tvarminne,46,1,59.84394167,1
8,2017,P. nathusii,TVA3,Tvarminne,703,5,59.84394167,1
8,2018,E. nilssonii,HUS1,Huso,195,198,60.27874333,2
8,2018,E. nilssonii,HUS3,Huso,467,232,60.27874333,2
8,2018,E. nilssonii,HYY2,Hyytiala,556,121,61.84478167,2
8,2018,E. nilssonii,HYY3,Hyytiala,624,53,61.84478167,2
8,2018,E. nilssonii,KON1,Konnevesi,224,440,62.61605,2
8,2018,E. nilssonii,KON2,Konnevesi,249,415,62.61605,2
8,2018,E. nilssonii,LAM1,Lammi,641,47,61.05408333,2
8,2018,E. nilssonii,LAM2,Lammi,612,76,61.05408333,2
8,2018,E. nilssonii,OUL1,Oulanka,529,60,66.37026833,2
8,2018,E. nilssonii,OUL2,Oulanka,520,69,66.37026833,2
8,2018,E. nilssonii,OYO1,Oulu,585,34,65.05938167,2
8,2018,E. nilssonii,OYO3,Oulu,542,77,65.05938167,2
8,2018,E. nilssonii,SEI2,Seili,699,2,60.23959333,2
8,2018,E. nilssonii,TVA2,Tvarminne,673,34,59.84394167,1
8,2018,E. nilssonii,TVA3,Tvarminne,603,104,59.84394167,1
8,2018,Myotis sp.,HUS1,Huso,305,88,60.27874333,2
8,2018,Myotis sp.,HUS3,Huso,565,134,60.27874333,2
8,2018,Myotis sp.,HYY2,Hyytiala,447,230,61.84478167,2
8,2018,Myotis sp.,HYY3,Hyytiala,407,270,61.84478167,2
8,2018,Myotis sp.,KON1,Konnevesi,211,453,62.61605,2
8,2018,Myotis sp.,KON2,Konnevesi,222,442,62.61605,2
8,2018,Myotis sp.,LAM1,Lammi,383,305,61.05408333,2
8,2018,Myotis sp.,LAM2,Lammi,472,216,61.05408333,2
8,2018,Myotis sp.,OUL1,Oulanka,586,3,66.37026833,2
8,2018,Myotis sp.,OUL2,Oulanka,569,20,66.37026833,2
8,2018,Myotis sp.,OYO1,Oulu,619,0,65.05938167,2
8,2018,Myotis sp.,OYO3,Oulu,619,0,65.05938167,2
8,2018,Myotis sp.,SEI2,Seili,431,270,60.23959333,2
8,2018,Myotis sp.,TVA2,Tvarminne,221,486,59.84394167,1
8,2018,Myotis sp.,TVA3,Tvarminne,204,503,59.84394167,1
8,2018,P. nathusii,HUS1,Huso,324,69,60.27874333,2
8,2018,P. nathusii,HUS3,Huso,642,57,60.27874333,2
8,2018,P. nathusii,HYY2,Hyytiala,677,0,61.84478167,2
8,2018,P. nathusii,HYY3,Hyytiala,676,1,61.84478167,2
8,2018,P. nathusii,KON1,Konnevesi,661,3,62.61605,2
8,2018,P. nathusii,KON2,Konnevesi,660,4,62.61605,2
8,2018,P. nathusii,LAM1,Lammi,680,8,61.05408333,2
8,2018,P. nathusii,LAM2,Lammi,687,1,61.05408333,2
8,2018,P. nathusii,OUL1,Oulanka,589,0,66.37026833,2
8,2018,P. nathusii,OUL2,Oulanka,589,0,66.37026833,2
8,2018,P. nathusii,OYO1,Oulu,619,0,65.05938167,2
8,2018,P. nathusii,OYO3,Oulu,619,0,65.05938167,2
8,2018,P. nathusii,SEI2,Seili,701,0,60.23959333,2
8,2018,P. nathusii,TVA2,Tvarminne,695,12,59.84394167,1
8,2018,P. nathusii,TVA3,Tvarminne,688,19,59.84394167,1
8,2019,E. nilssonii,HUS1,Huso,287,411,60.27874333,2
8,2019,E. nilssonii,HYY2,Hyytiala,523,152,61.84478167,2
8,2019,E. nilssonii,HYY3,Hyytiala,585,90,61.84478167,2
8,2019,E. nilssonii,KON1,Konnevesi,209,454,62.61605,2
8,2019,E. nilssonii,KON2,Konnevesi,195,468,62.61605,2
8,2019,E. nilssonii,LAM1,Lammi,552,136,61.05408333,2
8,2019,E. nilssonii,LAM2,Lammi,577,111,61.05408333,2
8,2019,E. nilssonii,OUL1,Oulanka,535,50,66.37026833,2
8,2019,E. nilssonii,OUL2,Oulanka,524,61,66.37026833,2
8,2019,E. nilssonii,OYO1,Oulu,381,233,65.05938167,2
8,2019,E. nilssonii,OYO3,Oulu,156,47,65.05938167,2
8,2019,E. nilssonii,SEI2,Seili,309,4,60.23959333,2
8,2019,E. nilssonii,SEI3,Seili,435,165,60.23959333,2
